m,n,act_pct,sel,thresh,init,alpha,village,pred,end_des
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.028037383177570093,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.018691588785046728,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.028037383177570093,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.028037383177570093,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
94,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
100,107,0,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.037383177570093455,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,Random,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
100,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
100,107,0.028037383177570093,,0.05,,Random,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.15$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=0.3$,Paternito,Global only,
97,107,0,,0.05,,$\alpha=0.7$,Paternito,Global only,
97,107,0.009345794392523364,,0.05,,$\alpha=1$,Paternito,Global only,
97,107,0.018691588785046728,,0.05,,$\alpha=2$,Paternito,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.3$,Prensa,Global only,
175,206,0.038834951456310676,,0.05,,$\alpha=0.7$,Prensa,Global only,
175,206,0.04854368932038835,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.014563106796116505,,0.05,,Random,Prensa,Global only,
172,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,Global only,
175,206,0.04854368932038835,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.019417475728155338,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.019417475728155338,,0.05,,Random,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
166,206,0.06796116504854369,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.014563106796116505,,0.05,,Random,Prensa,Global only,
166,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.019417475728155338,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
187,206,0.02912621359223301,,0.05,,Random,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.3$,Prensa,Global only,
175,206,0.038834951456310676,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.02912621359223301,,0.05,,Random,Prensa,Global only,
163,206,0.07281553398058252,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.15$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.043689320388349516,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.024271844660194174,,0.05,,Random,Prensa,Global only,
178,206,0.043689320388349516,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
172,206,0.06310679611650485,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.03398058252427184,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.02912621359223301,,0.05,,Random,Prensa,Global only,
178,206,0.038834951456310676,,0.05,,$\alpha=0$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.038834951456310676,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.014563106796116505,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.019417475728155338,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
187,206,0.019417475728155338,,0.05,,Random,Prensa,Global only,
169,206,0.06310679611650485,,0.05,,$\alpha=0$,Prensa,Global only,
178,206,0.043689320388349516,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.038834951456310676,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.038834951456310676,,0.05,,Random,Prensa,Global only,
160,206,0.07281553398058252,,0.05,,$\alpha=0$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.15$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.3$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.03398058252427184,,0.05,,Random,Prensa,Global only,
166,206,0.06796116504854369,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.024271844660194174,,0.05,,$\alpha=0.15$,Prensa,Global only,
175,206,0.043689320388349516,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.02912621359223301,,0.05,,$\alpha=2$,Prensa,Global only,
190,206,0.019417475728155338,,0.05,,Random,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=0$,Prensa,Global only,
181,206,0.03398058252427184,,0.05,,$\alpha=0.15$,Prensa,Global only,
178,206,0.03398058252427184,,0.05,,$\alpha=0.3$,Prensa,Global only,
178,206,0.02912621359223301,,0.05,,$\alpha=0.7$,Prensa,Global only,
181,206,0.02912621359223301,,0.05,,$\alpha=1$,Prensa,Global only,
184,206,0.024271844660194174,,0.05,,$\alpha=2$,Prensa,Global only,
226,249,0.04819277108433735,,0.05,,Random,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.15$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.020080321285140562,,0.05,,$\alpha=2$,Guayabo,Global only,
223,249,0.0321285140562249,,0.05,,Random,Guayabo,Global only,
199,249,0.04417670682730924,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
199,249,0.04417670682730924,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
208,249,0.020080321285140562,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.01606425702811245,,0.05,,$\alpha=2$,Guayabo,Global only,
229,249,0.020080321285140562,,0.05,,Random,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.15$,Guayabo,Global only,
214,249,0.004016064257028112,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
214,249,0.004016064257028112,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.01606425702811245,,0.05,,$\alpha=2$,Guayabo,Global only,
229,249,0.0321285140562249,,0.05,,Random,Guayabo,Global only,
205,249,0.040160642570281124,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.01606425702811245,,0.05,,$\alpha=2$,Guayabo,Global only,
226,249,0.028112449799196786,,0.05,,Random,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.020080321285140562,,0.05,,$\alpha=2$,Guayabo,Global only,
226,249,0.03614457831325301,,0.05,,Random,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.020080321285140562,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.008032128514056224,,0.05,,$\alpha=2$,Guayabo,Global only,
223,249,0.03614457831325301,,0.05,,Random,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
199,249,0.040160642570281124,,0.05,,$\alpha=0.15$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
208,249,0.0321285140562249,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.008032128514056224,,0.05,,$\alpha=2$,Guayabo,Global only,
226,249,0.028112449799196786,,0.05,,Random,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.15$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.008032128514056224,,0.05,,$\alpha=2$,Guayabo,Global only,
223,249,0.040160642570281124,,0.05,,Random,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.008032128514056224,,0.05,,$\alpha=2$,Guayabo,Global only,
226,249,0.0321285140562249,,0.05,,Random,Guayabo,Global only,
199,249,0.04417670682730924,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
199,249,0.040160642570281124,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.01606425702811245,,0.05,,$\alpha=1$,Guayabo,Global only,
217,249,0.020080321285140562,,0.05,,$\alpha=2$,Guayabo,Global only,
220,249,0.028112449799196786,,0.05,,Random,Guayabo,Global only,
205,249,0.03614457831325301,,0.05,,$\alpha=0$,Guayabo,Global only,
208,249,0.03614457831325301,,0.05,,$\alpha=0.15$,Guayabo,Global only,
205,249,0.03614457831325301,,0.05,,$\alpha=0.3$,Guayabo,Global only,
214,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
211,249,0.028112449799196786,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.004016064257028112,,0.05,,$\alpha=2$,Guayabo,Global only,
226,249,0.03614457831325301,,0.05,,Random,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0$,Guayabo,Global only,
211,249,0.012048192771084338,,0.05,,$\alpha=0.15$,Guayabo,Global only,
202,249,0.040160642570281124,,0.05,,$\alpha=0.3$,Guayabo,Global only,
211,249,0.008032128514056224,,0.05,,$\alpha=0.7$,Guayabo,Global only,
208,249,0.020080321285140562,,0.05,,$\alpha=1$,Guayabo,Global only,
220,249,0.008032128514056224,,0.05,,$\alpha=2$,Guayabo,Global only,
145,170,0.023529411764705882,,0.05,,Random,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.15$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.3$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,Global only,
139,170,0.029411764705882353,,0.05,,Random,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.15$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.3$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.7$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.01764705882352941,,0.05,,Random,Amatillo,Global only,
130,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
127,170,0.03529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.011764705882352941,,0.05,,Random,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
133,170,0.029411764705882353,,0.05,,$\alpha=0.3$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.7$,Amatillo,Global only,
142,170,0.0058823529411764705,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
142,170,0.029411764705882353,,0.05,,Random,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,Random,Amatillo,Global only,
130,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
133,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.01764705882352941,,0.05,,Random,Amatillo,Global only,
130,170,0.03529411764705882,,0.05,,$\alpha=0$,Amatillo,Global only,
130,170,0.03529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
127,170,0.03529411764705882,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
136,170,0.01764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.0058823529411764705,,0.05,,Random,Amatillo,Global only,
130,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
127,170,0.03529411764705882,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.03529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
142,170,0.029411764705882353,,0.05,,Random,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
139,170,0.029411764705882353,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.029411764705882353,,0.05,,Random,Amatillo,Global only,
130,170,0.01764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
133,170,0.011764705882352941,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
133,170,0.01764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
133,170,0.023529411764705882,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.023529411764705882,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.023529411764705882,,0.05,,Random,Amatillo,Global only,
142,170,0.0058823529411764705,,0.05,,$\alpha=0$,Amatillo,Global only,
142,170,0.0058823529411764705,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
139,170,0.011764705882352941,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
145,170,0.029411764705882353,,0.05,,Random,Amatillo,Global only,
130,170,0.011764705882352941,,0.05,,$\alpha=0$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=0.15$,Amatillo,Global only,
136,170,0.0058823529411764705,,0.05,,$\alpha=0.3$,Amatillo,Global only,
136,170,0.011764705882352941,,0.05,,$\alpha=0.7$,Amatillo,Global only,
139,170,0.0058823529411764705,,0.05,,$\alpha=1$,Amatillo,Global only,
142,170,0.01764705882352941,,0.05,,$\alpha=2$,Amatillo,Global only,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.04081632653061224,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.04081632653061224,,0.05,,Random,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.027210884353741496,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.04081632653061224,,0.05,,Random,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.02040816326530612,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,Global only,
136,147,0,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.027210884353741496,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.02040816326530612,,0.05,,Random,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=0.7$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=1$,Cerr\'on,Global only,
133,147,0.034013605442176874,,0.05,,$\alpha=2$,Cerr\'on,Global only,
136,147,0.034013605442176874,,0.05,,Random,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0$,Cerr\'on,Global only,
130,147,0.034013605442176874,,0.05,,$\alpha=0.15$,Cerr\'on,Global only,
130,147,0.04081632653061224,,0.05,,$\alpha=0.3$,Cerr\'on,Global only,
